,text,label
3969,ചൈനയെ അന്ധമായി ആരാധിക്കുന്ന അന്ധം ടീമ്സ് എവിടെ പ്രത്യേകിച്ചു ചൈനയെ പറ്റി പൊത്തകം എഴുതിയ ചാച്ചി പ്രത്യേകിച്ച് ഒന്നും ചിന്തിക്കാൻ അറിയാത്ത ചിന്ത ജെറോം . ക്യു ചാടി കടന്നു ചൈനീസ് വൈറസിന് എതിരെ ഉള്ള  വാക്‌സിൻ എടുക്കാൻ മുൻപന്തിയിൽ ഉണ്ടാരുന്നു ഈ തലച്ചോറ് പണയം വെച്ച മുതല്,Fake
2790,Thank you,Fake
3213,Sarkar pottamarano adho abhineyikano,original
3551,ഇവർക്കു അവസരം കൊടുക്കണം. പ്ളീസ് അതോടെ ഈ ശല്യം തീരും.,Fake
3175,പാവം പ്രവാസികൾക് തുച്ഛമായ ലീവിൽ 7 dys എടുത്തു... ഉളുപ്പുണ്ടോ പാവങ്ങളെ ഇരയാക്കാൻ. ഞാനും ഒരു പ്രവാസിയാണ് എനിക്കറിയാം നങ്ങൾ എത്ര സേഫ് ആയാണ് വരുന്നത് എന്ന്,original
4444,മാസ്ക്ക് വേണ്ട സാമൂഹിക അകലം വേണ്ട സാനിറ്റെ സർ വേണ്ട 🙄കളി കലക്കി,original
2592,ഈ പിരാന്തികള ആദ്യം പിരിച്ച് വിടണം,original
78,ഞാൻ ആലോചിക്കുന്നത് അതല്ല ..ഇത്തിരി  ഉളുപ്പ്  ഉണ്ടെങ്കിൽ ഈ സ്വയം പൊങ്ങി  തിരുവാതിരക്ക് പാർട്ടിയും മുഖ്യമന്ത്രിയും നിൽക്കുമോ ...കഷ്ടം,original
3287,"തിരുവാതിര നടത്തിയിട്ടു കൊറോണ കുറഞ്ഞില്ലെങ്കിൽ, ഇനി ഒപ്പന ഒന്ന് പരീക്ഷിച്ചാലോ. മാർഗ്ഗം കളിയും പരീക്ഷിക്കാവുന്നതാണ്. 😃",original
1140,Logathilley full communist puzhugalleg konnu odukanam,Fake
3613,It is true information by US.,Fake
2606,പാശ്ചാത്യ നാടുകളിൽ തുർഭാല ജനങ്ങൾ ഏറെ കുറേ മരിച്ചു തീർന്നിരിക്കുന്നു...... ഇനിയുള്ളവർ ഏറെയും ആരോഗ്യഇവന്മാർ ആണ്.... ഇനി സ്വാഭാവികമായും മരണനിരക്ക് കുറയുന്നത്....,Fake
715,ലോകാരോഗ്യ സംഘടയാണു് ഏറ്റവും വലിയ കള്ളന്മാർ....!,Fake
2894,ജൂലൈ jll,Fake
2706,ഉളുപ്പ് ഇല്ലെങ്കിൽ എന്തൊക്കെ പറഞ്ഞിട്ടും ഒരു കാര്യവും ഇല്ല,original
4117,Franco vallathum thanno 🤣🤣🤣🤣🤣,Fake
3986,Pathetic,original
5027,China technology robot controlled.,Fake
1445,"And one more Matter is remaining , <br>Chinayile Corona Virus badhicha 96% perum recovery cheythittund. 4% mathram marachitollu. Alochikkanam.",Fake
3667,കമ്മ്യൂണിസ്റ് കാരുടെ ചിന്ത അവരുടെ കക്ഷത്താണ്,Fake
454,"കൊറോണ പിൻവാങ്ങുമ്പോഴേക്കും സുഡാപ്പികളുടെ  തീവ്രവാദം ലോകത്തു വീണ്ടും തലപൊക്കും.. തീവ്രവാദികളെ അവശേഷിപ്പിച്ചു നീ പോകല്ലേ കൊറോണ...,😄",Fake
1106,ഈ 500 പേര്‍ പങ്കെടുത്ത തിരുവാതിരയിൽ ഇവര്‍ എത്ര ദിവസം പ്രാക്ടീസ് ചെയ്തിരിക്കണം ഒരു സുപ്രഭാതത്തില്‍ വന്ന് ചുമ്മാ കളിച്ചിട്ട് പോകുന്നതല്ലല്ലോ പിന്നെ പ്രാക്ടീസ് കാണാന്‍ വരുന്നവരുടേയും ബന്ധുക്കളുടെയും ആൾക്കൂട്ടം🤔😏,original
3226,Evarokke varum എല്ലാം Sheri aakum!! Nalla bharanam!!! Adipoli!!! ഇനി ഒന്നും പറയാനില്ല. വരുത്തി vacha vina anubhavichalle പറ്റു. Aare എന്ത് കുറ്റം പറയാന്‍. പറച്ചില്‍ അല്ല പ്രവര്‍ത്തി ആണ് പ്രധാനം എന്നു എന്താണു മനസ്സിലാക്കുന്നത്. എത്ര കിട്ടിയാലും പഠിക്കാത്ത കുറച്ചു മനുഷ്യരും kore partykkarum athippol onnalla എല്ലാം ഒരേ കണക്കാ,original
1079,അവർ തന്നെയാ കാരണം..  സത്യം തന്നെ..,Fake
4724,Dr vaccine edutikilla,Fake
2597,നാണംകെട്ട രാഷ്ട്രീയം.,original
2407,"Third world war belongs to corona matter, wait and see?",Fake
2883,Last weeks too much listened about afganistan please expl: present situations,Fake
4856,ഈ പാർട്ടിയെ കുറിച്ച് നിങ്ങൾക്കു ഒരു &quot;ചുക്കും&quot; അറിയില്ല 😁😁... കോവിഡിനെക്കാൾ വലിയ വൈറസ് ആണ് ഈ പാർട്ടി 😄😄,original
547,ഒരു നീണ്ട ലോക് ടൗൻ പ്രതീക്ഷിക്കാം    തബ്ലീഗ് ആയാലും കുംഭ മേളം ആയാലും  മത തിന് ഭ്രാന്ത് പിടിച്ചാൽ എന്ത് ചെയ്യും,Fake
590,ഹാ ഹാ ഹാ,original
2695,Evaleyellam chattawar kondu Adichodikkanam😡😡😡😡,original
2089,വാർത്തകൾ വായിക്കുമ്പോൾ ഉണ്ടായിരുന്ന ആ ഉഷാറ് ഒന്നും മന്ത്രി പണിയിൽ ഇല്ലല്ലോ മാഡം,original
38,നമ്മുടെ ഏത്ര പ്രീയപ്പെട്ടവരെ സ്നേഹിതരെ കുഞ്ഞുങ്ങളെ നശിപ്പിച്ചു ബാക്കിപ്പത്രമായ അവരുടെ കുടുംബങ്ങൾ അനുഭവിക്കുന്ന വേദനയോ കൊല്ലണം നാറികളെ നഷ്ടപ്പെടലിന്റെ വേദന അവനും അറിയണം,Fake
2210,If you do not know we will explain: the virus has great fear for the color red.,original
593,chakkin vechath kokkine kondu paranja pole aayi.. paavam India kaar aaan sherikkum pettath,Fake
137,ഉത്തരകൊറിയയിൽ കൊറോണ പടരില്ല . കാരണം. ഒരു കേസ് റിപ്പോർട് ചെയ്താൽ അപ്പോൾ തന്നെ വെടിവെച്ചു കൊല്ലും.,Fake
4834,കാരണവന്മാർക്ക് അടുപ്പിലും തൂറാം ഞങ്ങളുടെ പാർട്ടി ഞങ്ങളുടെ കേരളം ഞങ്ങളുടെ പറമ്പ് ഞങ്ങളുടെ ആളുകൾ,original
4188,"Total effected in China 81500 people, recover ayath 75000 people ഇതിൽനിന്ന് തന്നെ മനസ്സിലാക്കാം. എനിക്ക് ഈ ഒരു സംശയം കുറച്ച് ദിവങ്ങളായി ഉണ്ടായിരുന്നു ഈ റിപ്പോർട്ട് കേട്ടപ്പോൾ കൺഫേം ആയി, ഇല്ലവരുമം പ്രാർഥിക്കുക സഹാഗരിക്കുഗ മെഡിക്കൽ ടീം, പോലീസ്, ഗവൺമെന്റ് നോട്, നമ്മുടെ നാടിന്റെ സുരക്ഷ നമ്മൾ വേണം നോക്കാൻ <a href=""http://www.youtube.com/results?search_query=%23stayhome"">#stayhome</a> <a href=""http://www.youtube.com/results?search_query=%23breakthecoronachain"">#breakthecoronachain</a> <a href=""http://www.youtube.com/results?search_query=%23prayforeveryone"">#prayforeveryone</a> please stay home 🙏🙏🙏",Fake
2220,ഇതുപോലെ ജനങ്ങൾക്ക് പോസിറ്റീവ് ആയിട്ടുള്ള വീഡിയോസ് ഇനിയും തുടരട്ടെ,Fake
839,ആ ടീച്ചർ ഇല്ലാത്തതിന്റെ കുറവ് ഇപ്പോൾ അറിയുന്നു,original
1118,ബിന്ദു അമ്മിണിയെ ചവിട്ടി എല്ലൊടിച്ചിട്ടും തിരിയാതിരി ചവിട്ടാൻ എത്തിയോ,original
256,സമയം എപ്പോഴാണ്,original
4540,ചൈനയിൽ മരുന്ന് കാണും,Fake
1449,പിണുഭഗവാന് വേണ്ടി അമ്പലം കൂടി പണിയണം.,original
2156,"ഷാജി അണ്ണന്റെ പുതിയ തമാശ .. ഇന്ത്യയെ ഇങ്ങിനെ നാണം കെടുത്തല്ലേ എന്ന് &#39;!! ഇന്ത്യ ഇനി നാണം കെടാൻ ബാക്കിയുണ്ടോ ഷാജി അണ്ണാ ??എന്തൊക്കെ ആയിരുന്നു ???കൈ കൊട്ടൽ , പാത്രം കൊട്ടൽ , ആകാശത്തു നിന്ന് poooooo വിതറൽ ,ഗോ മൂത്രം , ഗോ കൊറോണ ഗോ , ഇപ്പോൾ ട്വിറ്ററിൽ ഒന്നും പറയാൻ പാടില്ല എന്നും , Modiji വേറെ ലെവൽ",Fake
3299,"ഇതിൽ നിന്നും മനസ്സിലാവുന്നത്, ബാക്കിയുള്ളവർ വെറും ഉണ്ണാക്കൻമാരാണ് യെന്ന്, ഇങ്ങനെയുള്ള എകാതിപത്യ രാജ്യങ്ങളെ പൂർണ്ണമാക്കും ഉപരോതിക്കാർ ബാക്കി ഉള്ളവർക്ക് കഴിയുമൊ? അതാണ് വെണ്ടത് അതിന് കഴിവില്ലായെങ്കിൽ മിണ്ടാതിരിക്കുക",Fake
3186,Avaneyokke anuboomb ett konn kalay.. Allathe bhumiye rakshikan vere maragam Ella... Edumbho 10 boomb edanam,Fake
1891,Ldf karrude comment onum kanan illyalo🤣🤣🤣🤣,original
2959,ഇങ്ങിനെ പാർട്ടി പരിപാടി ഉണ്ടാക്കിയാൽ പുതിയ വകഭേദം പാർട്ടി വക,original
750,കൊറോണ ലോകം മുഴുവൻ പരത്താൻ കനലൊരു തരി മതി..,original
3198,പിnu..വാതിര... ടീച്ചർ ആൻ്റിയുടെ anumathiyodu കൂടെ,original
2867,എല്ലവരും ഒരുപോലെ പ്രതികരിക്കുക..,original
2101,തിരുവാതിര കളിച്ച 500 പേരും സാമൂഹ്യ അകലം പാലിച്ചാണ് നിന്നതെന്നു പാർട്ടി വിശദീകരണം നൽകി. അതോണ്ട് പേടിക്കണ്ട,original
2299,കൊറോണ തിരിഞ്ഞോടി 🤣,original
495,എന്താ ഇവിടെ നടകക്കുന്നത്?,original
1314,ഇതിലും വെല്യേ ഒരു ട്രോൾ ഉണ്ടോ 🤣🤣<br>അവതാരകന് എത്ര കയ്യടി വേണം ✨️✨️✨️,original
960,"അനേകായിരംപേരുടെ നഷ്ടപ്പെട്ട ജീവൻ, ജീവിത മാർഗം, കുഞ്ഞുങ്ങളുടെ ഭാവി, മാസ്ക്കിൽ നിന്നുള്ള മോചനം....<br>പഴയപോലെയുള്ള കൂടിച്ചേരലുകൾ..<br>ഒരുപാട് കാര്യങ്ങൾ.....<br>ഇതൊക്കെ മാറുമോ??? അതിജീവിക്കും എന്ന് പറയുന്നത് കേട്ട് സമാധാനിക്കാൻ പോലും പറ്റുന്നില്ല 😒",Fake
